Date,Return,VaR,Breach,GARCH_VaR,LSTM_VaR
2022-01-03,0.0063740527,-0.022232622,False,-0.0154961139693766,-0.019049829
2022-01-04,-0.00062962197,-0.02179306,False,-0.01514624623265139,-0.019301932
2022-01-05,-0.019392759,-0.021642454,False,-0.014534540876828555,-0.0195415
2022-01-06,-0.00096376904,-0.02199804,False,-0.016521559431386224,-0.019934308
2022-01-07,-0.0040502166,-0.021563865,False,-0.01584529785461829,-0.020349497
2022-01-10,-0.0014410312,-0.0216107,False,-0.01530818323050898,-0.020590533
2022-01-11,0.009159985,-0.018644027,False,-0.014700318875218011,-0.02071933
2022-01-12,0.0028177544,-0.019054338,False,-0.014714438337238489,-0.019739095
2022-01-13,-0.014243615,-0.018729098,False,-0.014179848750704839,-0.018579826
2022-01-14,0.0008199803,-0.018210791,False,-0.01508625176594596,-0.01778108
2022-01-18,-0.018387945,-0.018566616,False,-0.014479524982102247,-0.017350748
2022-01-19,-0.0096895415,-0.018073775,False,-0.016235706012326444,-0.016996918
2022-01-20,-0.011037379,-0.018167846,False,-0.01618336290875943,-0.016857818
2022-01-21,-0.018914822,-0.01809194,True,-0.01631483498638625,-0.016736217
2022-01-24,0.002771739,-0.017946832,False,-0.017866789044580406,-0.016663423
2022-01-25,-0.012171906,-0.018372305,False,-0.017165612433645634,-0.016660145
2022-01-26,-0.0014966358,-0.017931096,False,-0.017364490872000378,-0.016570581
2022-01-27,-0.005384089,-0.018127374,False,-0.01665501488330191,-0.016572587
2022-01-28,0.024347646,-0.01794926,False,-0.01615412448563743,-0.01653003
2022-01-31,0.018885951,-0.018659167,False,-0.01906378345139746,-0.016506296
2022-02-01,0.0068630036,-0.018462963,False,-0.020190748355232147,-0.01634198
2022-02-02,0.0094225155,-0.018175177,False,-0.019583387375057937,-0.016252043
2022-02-03,-0.024391081,-0.018264793,True,-0.0192397268785278,-0.016239071
2022-02-04,0.00515693,-0.017706655,False,-0.021527714962820934,-0.016267346
2022-02-07,-0.0037017127,-0.018136822,False,-0.020738637605533034,-0.016387714
2022-02-08,0.008401208,-0.017791964,False,-0.01992479218740686,-0.016356254
2022-02-09,0.014517208,-0.018029206,False,-0.019459518982764847,-0.016362553
2022-02-10,-0.018115725,-0.01807829,True,-0.019777909665741923,-0.016298084
2022-02-11,-0.018969454,-0.019334756,False,-0.020664445169301108,-0.016540078
2022-02-14,-0.0038405966,-0.019332893,False,-0.021594083894968905,-0.01680803
2022-02-15,0.015766721,-0.019107081,False,-0.02074206284563139,-0.017216148
2022-02-16,0.00088120776,-0.019396096,False,-0.021120104743251586,-0.017786643
2022-02-17,-0.021173138,-0.018952087,True,-0.020220365067058554,-0.017889595
2022-02-18,-0.007166161,-0.01910372,False,-0.021637444826400704,-0.017942844
2022-02-22,-0.010142946,-0.018698074,False,-0.020965868271317314,-0.018509747
2022-02-23,-0.018412123,-0.018622182,False,-0.020596480445914302,-0.018960845
2022-02-24,0.014956856,-0.01870498,False,-0.02143379335013112,-0.01932471
2022-02-25,0.022372678,-0.018609382,False,-0.021621173219072535,-0.020350816
2022-02-28,-0.0024426035,-0.018725857,False,-0.023075966655376496,-0.020950073
2022-03-01,-0.015473504,-0.018047847,False,-0.022107859043172896,-0.02090175
2022-03-02,0.018642692,-0.018228024,False,-0.022304936131318728,-0.02098363
2022-03-03,-0.0052546663,-0.018272117,False,-0.022978562620220397,-0.02199654
2022-03-04,-0.007934042,-0.01789964,False,-0.022117336294570453,-0.02196289
2022-03-07,-0.02951816,-0.01789654,True,-0.021473884273089553,-0.022173028
2022-03-08,-0.0072337533,-0.018552266,False,-0.02457550386590449,-0.022009913
2022-03-09,0.025698248,-0.017744966,False,-0.0237395190680034,-0.022534396
2022-03-10,-0.004291814,-0.018313922,False,-0.025561946168928675,-0.023526443
2022-03-11,-0.012961545,-0.018760689,False,-0.024527418546210607,-0.02254946
2022-03-14,-0.0074210023,-0.01884678,False,-0.024197302780592046,-0.0222454
